№,shop,brand,model,length_cm,condition,orig_price,price,url
170,xtreme.ge,SALOMON,SKIS NX S/RACE PRIME SL 12m R SET,165,new,3399.0,2799.0,https://www.xtreme.ge/en/shop/skis-nx-s-race-prime-sl-12m-r-set-103377?page=2
171,xtreme.ge,HEAD,Supershape e-Magnum Performance Ski Set,149,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-magnum-performance-ski-set-215311?page=5
172,xtreme.ge,HEAD,Supershape e-Magnum Performance Ski Set,156,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-magnum-performance-ski-set-215311?page=5
173,xtreme.ge,HEAD,Supershape e-Magnum Performance Ski Set,163,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-magnum-performance-ski-set-215311?page=5
174,xtreme.ge,HEAD,Supershape e-Rally Performance Ski Set,156,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-rally-performance-ski-set-215314?page=5
175,xtreme.ge,HEAD,Supershape e-Rally Performance Ski Set,163,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-rally-performance-ski-set-215314?page=5
176,xtreme.ge,HEAD,Supershape e-Rally Performance Ski Set,170,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-rally-performance-ski-set-215314?page=5
177,xtreme.ge,HEAD,Supershape e-Speed Performance Set,170,new,1999.0,1639.0,https://www.xtreme.ge/en/shop/supershape-e-speed-performance-set-219057?page=9
178,xtreme.ge,HEAD,Supershape e-Speed Performance Ski Set,170,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-speed-performance-ski-set-215319?page=5
179,xtreme.ge,HEAD,Supershape e-Speed Performance Ski Set,177,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-speed-performance-ski-set-215319?page=5
180,xtreme.ge,HEAD,Supershape e-Titan Performance Ski Set,156,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-titan-performance-ski-set-215321?page=5
181,xtreme.ge,HEAD,Supershape e-Titan Performance Ski Set,163,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-titan-performance-ski-set-215321?page=5
182,xtreme.ge,HEAD,Supershape e-Titan Performance Ski Set,170,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-titan-performance-ski-set-215321?page=5
183,xtreme.ge,HEAD,Supershape Easy HRS D,107,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-easy-hrs-d-103482?page=4
184,xtreme.ge,HEAD,Supershape Easy HRS S,,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-easy-hrs-s-103480?page=4
185,xtreme.ge,HEAD,Supershape Easy HRS S,,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-easy-hrs-s-103480?page=4
186,xtreme.ge,HEAD,Supershape Team Easy JRS SET,107,new,699.0,559.0,https://www.xtreme.ge/en/shop/supershape-team-easy-jrs-set-103438?page=3
187,xtreme.ge,HEAD,Supershape Team Easy JRS SET,117,new,699.0,559.0,https://www.xtreme.ge/en/shop/supershape-team-easy-jrs-set-103438?page=3
188,xtreme.ge,HEAD,Supershape Team Easy S25,107,new,479.0,379.0,https://www.xtreme.ge/en/shop/supershape-team-easy-s25-103406?page=2
189,xtreme.ge,HEAD,Supershape Team Easy S25,117,new,479.0,379.0,https://www.xtreme.ge/en/shop/supershape-team-easy-s25-103406?page=2
190,xtreme.ge,HEAD,Supershape Team HRS C,117,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-c-103355
191,xtreme.ge,HEAD,Supershape Team HRS D,,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-d-103356
192,xtreme.ge,HEAD,Supershape Team HRS D,97,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-d-103356
193,xtreme.ge,HEAD,Supershape Team HRS D SET1,97,new,599.0,310.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-d-set1-103358
194,xtreme.ge,HEAD,Supershape Team HRS T,,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-t-103359
195,xtreme.ge,NORDICA,Team AM Fdt (70-90) + J4.5 FDT,,new,679.0,539.0,https://www.xtreme.ge/en/shop/team-am-fdt-70-90-j4-5-fdt-103441?page=3
196,xtreme.ge,NORDICA,TEAM J R(100-140)+J4.5 FDT,100,new,949.0,759.0,https://www.xtreme.ge/en/shop/team-j-r-100-140-j4-5-fdt-103445?page=3
197,xtreme.ge,NORDICA,TEAM J R(70-90)+J4.5 FDT,,new,749.0,599.0,https://www.xtreme.ge/en/shop/team-j-r-70-90-j4-5-fdt-103442?page=3
198,xtreme.ge,NORDICA,TEAM J R(70-90)+J4.5 FDT,,new,749.0,599.0,https://www.xtreme.ge/en/shop/team-j-r-70-90-j4-5-fdt-103442?page=3
199,xtreme.ge,NORDICA,TEAM J R(70-90)+J4.5 FDT,90,new,749.0,599.0,https://www.xtreme.ge/en/shop/team-j-r-70-90-j4-5-fdt-103442?page=3
200,xtreme.ge,HEAD,the Link Pro R SET,170,new,799.0,639.0,https://www.xtreme.ge/en/shop/the-link-pro-r-set-103364
201,xtreme.ge,ARMADA,Tracer 88,172,new,1619.0,1219.0,https://www.xtreme.ge/en/shop/tracer-88-103384?page=2
202,xtreme.ge,NORDICA,UNLEASHED J FLAT,128,new,,369.0,https://www.xtreme.ge/en/shop/unleashed-j-flat-103520?page=5
203,xtreme.ge,VOLANT,VOLANT 9000+ MI 12 GW GUNMETAL,155,new,7499.0,5999.0,https://www.xtreme.ge/en/shop/volant-9000-mi-12-gw-gunmetal-103403?page=2
204,xtreme.ge,VOLANT,VOLANT 9000+ MI 12 GW GUNMETAL,160,new,7499.0,5999.0,https://www.xtreme.ge/en/shop/volant-9000-mi-12-gw-gunmetal-103403?page=2
205,xtreme.ge,HEAD,WC e.Race Team SW JRS Set,,new,,1199.0,https://www.xtreme.ge/en/shop/wc-e-race-team-sw-jrs-set-215435?page=6
206,xtreme.ge,HEAD,WC e.Race Team SW  Set,150,new,899.0,699.0,https://www.xtreme.ge/en/shop/wc-e-race-team-sw-set-215349?page=6
207,xtreme.ge,HEAD,WC Rebels e-GS RD FIS SW RP WCR 14 SET,183,new,3219.0,1999.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-fis-sw-rp-wcr-14-set-103458?page=3
208,xtreme.ge,HEAD,WC Rebels e-GS RD FIS SW RP WCR 14 SET,193,new,3219.0,1999.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-fis-sw-rp-wcr-14-set-103458?page=3
209,xtreme.ge,HEAD,WC Rebels e-GS RD FIS SW RP WCR 14 SET1,188,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-fis-sw-rp-wcr-14-set1-103514?page=5
210,xtreme.ge,HEAD,WC Rebels e-GS RD Pro SW RP WCR 14 Set,189,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-pro-sw-rp-wcr-14-set-215335?page=6
211,xtreme.ge,HEAD,WC Rebels e-GS RD Pro SW RP WCR 14 Set,191,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-pro-sw-rp-wcr-14-set-215335?page=6
212,xtreme.ge,HEAD,WC Rebels e-GS RD SW RP WCR 14 SET,188,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-sw-rp-wcr-14-set-103515?page=5
213,xtreme.ge,HEAD,WC Rebels e-GS RD SW RP WCR T SET,181,new,2199.0,1759.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-sw-rp-wcr-t-set-103414?page=2
214,xtreme.ge,HEAD,WC Rebels e.GSR LYT-PR Set,,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gsr-lyt-pr-set-219056?page=9
215,xtreme.ge,HEAD,WC Rebels e.GSR SW LYT-PR SET,163,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gsr-sw-lyt-pr-set-103505?page=5
216,xtreme.ge,HEAD,WC Rebels e.GSR SW LYT-PR SET,177,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gsr-sw-lyt-pr-set-103505?page=5
217,xtreme.ge,HEAD,WC Rebels e-Race RP EVO Set,165,new,,2499.0,https://www.xtreme.ge/en/shop/wc-rebels-e-race-rp-evo-set-215345?page=6
218,xtreme.ge,HEAD,WC Rebels e-Race RP EVO Set,170,new,,2499.0,https://www.xtreme.ge/en/shop/wc-rebels-e-race-rp-evo-set-215345?page=6
219,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET1,165,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set1-103492?page=4
220,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET1a,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set1a-103493?page=4
221,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET2b,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set2b-103494?page=4
222,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET3,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set3-103495?page=4
223,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR Set,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-set-215353?page=6
224,xtreme.ge,HEAD,WC Rebels e-SL RP EVO 14  Set,,new,,2899.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-evo-14-set-218974?page=9
225,xtreme.ge,HEAD,WC Rebels e-SL RP  Set,150,new,,2799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-set-215325?page=5
226,xtreme.ge,HEAD,WC Rebels e-SL RP  Set,160,new,,2799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-set-215325?page=5
227,xtreme.ge,HEAD,WC Rebels e-SL RP  Set,165,new,,2799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-set-215325?page=5
228,xtreme.ge,HEAD,WC Rebels e.SLR LYT-PR SET3,156,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-slr-lyt-pr-set3-103517?page=5
229,xtreme.ge,HEAD,WC Rebels e.SLR LYT-PR SET3,163,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-slr-lyt-pr-set3-103517?page=5
230,xtreme.ge,HEAD,WC Rebels e-Speed RP    Set,170,new,2399.0,1919.0,https://www.xtreme.ge/en/shop/wc-rebels-e-speed-rp-set-215324?page=5
231,xtreme.ge,HEAD,WC Rebels iGS RD Pro SW RP EVO 14 SET1,181,new,2199.0,1759.0,https://www.xtreme.ge/en/shop/wc-rebels-igs-rd-pro-sw-rp-evo-14-set1-103413?page=2
232,xtreme.ge,HEAD,WC Rebels iGS RD Team SW RP WCR T SET,124,new,1249.0,819.0,https://www.xtreme.ge/en/shop/wc-rebels-igs-rd-team-sw-rp-wcr-t-set-103459?page=3
233,xtreme.ge,HEAD,WC Rebels Race Ti SF-PR  Set,,new,2199.0,1789.0,https://www.xtreme.ge/en/shop/wc-rebels-race-ti-sf-pr-set-219058?page=9
234,xtreme.ge,HEAD,WCR e.GS Rebel Team SW RP WCR T,159,new,1199.0,959.0,https://www.xtreme.ge/en/shop/wcr-e-gs-rebel-team-sw-rp-wcr-t-103486?page=4
235,xtreme.ge,HEAD,WCR e.GS Rebel Team SW RP WCR T,166,new,1199.0,959.0,https://www.xtreme.ge/en/shop/wcr-e-gs-rebel-team-sw-rp-wcr-t-103486?page=4
236,xtreme.ge,HEAD,WCR e-SL Rebel  FIS SW  RP WCR 14 wh/bk Set,165,new,,3499.0,https://www.xtreme.ge/en/shop/wcr-e-sl-rebel-fis-sw-rp-wcr-14-wh-bk-set-215333?page=6
237,xtreme.ge,HEAD,WCR e-SL Rebel FIS SW RP WCR 14 wh/bk SET1,165,new,3699.0,2959.0,https://www.xtreme.ge/en/shop/wcr-e-sl-rebel-fis-sw-rp-wcr-14-wh-bk-set1-103440?page=3
238,xtreme.ge,HEAD,WCR e.SL Rebel Team SW RP WCR T,126,new,1199.0,899.0,https://www.xtreme.ge/en/shop/wcr-e-sl-rebel-team-sw-rp-wcr-t-103491?page=4
239,xtreme.ge,ARMADA,WHITEWALKER 116 S26,175,new,,2815.0,https://www.xtreme.ge/en/shop/whitewalker-116-s26-218122?page=6
240,xtreme.ge,ARMADA,WHITEWALKER 121 S26,183,new,,2815.0,https://www.xtreme.ge/en/shop/whitewalker-121-s26-217092?page=6
241,xtreme.ge,HEAD,Worldcup Rebels e.GSR LYT-PR SET,170,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/worldcup-rebels-e-gsr-lyt-pr-set-103509?page=5
242,xtreme.ge,HEAD,Worldcup Rebels e.SLR Ski Set,156,new,,1899.0,https://www.xtreme.ge/en/shop/worldcup-rebels-e-slr-ski-set-215348?page=6
243,xtreme.ge,HEAD,Worldcup Rebels e.SLR Ski Set,163,new,,1899.0,https://www.xtreme.ge/en/shop/worldcup-rebels-e-slr-ski-set-215348?page=6
244,xtreme.ge,Hagan,Y-King 16/17,172,new,1239.0,989.0,https://www.xtreme.ge/en/shop/y-king-16-17-103347
245,snowmania.ge,ATOMIC,ATOMIC BENT 100 + BINDINGS STR 11,179,new,2990.0,2093.0,https://snowmania.ge/product/atomic-bent-100-bindings-str-11/
246,snowmania.ge,ATOMIC,ATOMIC BENT 100 + BINDINGS STR 11,184,new,2990.0,2093.0,https://snowmania.ge/product/atomic-bent-100-bindings-str-11/
247,snowmania.ge,ATOMIC,ATOMIC MAVERICK 84,162,new,2650.0,1855.0,https://snowmania.ge/product/atomic-maverick-84/
248,snowmania.ge,ATOMIC,ATOMIC MAVERICK 84,171,new,2650.0,1855.0,https://snowmania.ge/product/atomic-maverick-84/
249,snowmania.ge,ATOMIC,ATOMIC MAVERICK 84,180,new,2650.0,1855.0,https://snowmania.ge/product/atomic-maverick-84/
250,snowmania.ge,ATOMIC,ATOMIC REDSTER TI + MI12,147,new,2240.0,1480.0,https://snowmania.ge/product/atomic/
251,snowmania.ge,ATOMIC,ATOMIC REDSTER TI + MI12,154,new,2240.0,1480.0,https://snowmania.ge/product/atomic/
252,snowmania.ge,ATOMIC,ATOMIC REDSTER TI + MI12,161,new,2240.0,1480.0,https://snowmania.ge/product/atomic/
253,snowmania.ge,ATOMIC,ATOMIC REDSTER TI + MI12,168,new,2240.0,1480.0,https://snowmania.ge/product/atomic/
254,snowmania.ge,DYNASTAR,DYNASTAR,164,new,1450.0,890.0,https://snowmania.ge/product/dynastar/
255,snowmania.ge,ELAN,ELAN IBEX 78,163,new,3400.0,1700.0,https://snowmania.ge/product/elan-ibex-78/
256,snowmania.ge,ELAN,ELAN IBEX 78,170,new,3400.0,1700.0,https://snowmania.ge/product/elan-ibex-78/
257,snowmania.ge,ELAN,ELAN IBEX 78,177,new,3400.0,1700.0,https://snowmania.ge/product/elan-ibex-78/
258,snowmania.ge,ELAN,ELAN RIPSTICK TOUR 88,177,new,4500.0,2250.0,https://snowmania.ge/product/elan-ripstick-tour-88/
259,snowmania.ge,MCKINLEY,McKINLEY Vector CARBON,110,new,220.0,132.0,https://snowmania.ge/product/mckinley-vector-plus/
260,snowmania.ge,MCKINLEY,McKINLEY Vector CARBON,115,new,220.0,132.0,https://snowmania.ge/product/mckinley-vector-plus/
261,snowmania.ge,MCKINLEY,McKINLEY Vector CARBON,120,new,220.0,132.0,https://snowmania.ge/product/mckinley-vector-plus/
262,snowmania.ge,MCKINLEY,McKINLEY Vector CARBON,125,new,220.0,132.0,https://snowmania.ge/product/mckinley-vector-plus/
263,snowmania.ge,MCKINLEY,McKINLEY Vector CARBON,130,new,220.0,132.0,https://snowmania.ge/product/mckinley-vector-plus/
264,snowmania.ge,ROSSIGNOL,ROSSIGNOL,156,new,1450.0,990.0,https://snowmania.ge/product/rossignol-2/
265,snowmania.ge,ROSSIGNOL,ROSSIGNOL,164,new,1450.0,990.0,https://snowmania.ge/product/rossignol-2/
266,snowmania.ge,ROSSIGNOL,ROSSIGNOL,171,new,1450.0,990.0,https://snowmania.ge/product/rossignol-2/
267,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,152,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
268,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,157,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
269,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,162,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
270,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,167,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
271,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,172,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
272,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPRAYER PRO XP 10,158,new,1450.0,1015.0,https://snowmania.ge/product/rossignol-sprayer-pro-xp-10/
273,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPRAYER PRO XP 10,168,new,1450.0,1015.0,https://snowmania.ge/product/rossignol-sprayer-pro-xp-10/
274,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPRAYER PRO XP 10,178,new,1450.0,1015.0,https://snowmania.ge/product/rossignol-sprayer-pro-xp-10/
275,snowmania.ge,VOLKL,VOLKL DEACON 7.2,163,new,1750.0,1300.0,https://snowmania.ge/product/volkl-2/
276,snowmania.ge,VOLKL,VOLKL FLAIR 76 LTD,147,new,1750.0,1250.0,https://snowmania.ge/product/volkl-4/
277,snowmania.ge,VOLKL,VOLKL FLAIR 76 LTD,161,new,1750.0,1250.0,https://snowmania.ge/product/volkl-4/
278,snowmania.ge,VOLKL,VOLKL FLAIR ALESSIA,144,new,1650.0,1250.0,https://snowmania.ge/product/volkl-3/
279,snowmania.ge,VOLKL,VOLKL FLAIR ALESSIA,151,new,1650.0,1250.0,https://snowmania.ge/product/volkl-3/
280,snowmania.ge,VOLKL,VOLKL FLAIR ALESSIA,158,new,1650.0,1250.0,https://snowmania.ge/product/volkl-3/
281,snowmania.ge,ARMADA,ARMADA,179,used,1650.0,999.0,https://snowmania.ge/product/armada/
282,snowmania.ge,ATOMIC,Atomic Redster G9,183,used,1350.0,810.0,https://snowmania.ge/product/atomic-redster-g9/
283,snowmania.ge,ATOMIC,Atomic Redster S9,171,used,1350.0,810.0,https://snowmania.ge/product/atomic-redster-s9/
284,snowmania.ge,ATOMIC,ATOMIC REDSTER XT,178,used,1450.0,725.0,https://snowmania.ge/product/atomic-redster-xt/
285,snowmania.ge,Black Crows,Black Crows,170,used,1450.0,750.0,https://snowmania.ge/product/black-crows/
286,snowmania.ge,BOMBER,Bomber Pro Terrain 84 masters Blue,161,used,1700.0,1150.0,https://snowmania.ge/product/bomber-pro-terrain-84-masters-blue/
287,snowmania.ge,BOMBER,Bomber Pro Terrain 84 masters Blue,171,used,1700.0,1150.0,https://snowmania.ge/product/bomber-pro-terrain-84-masters-blue/
288,snowmania.ge,BOMBER,Bomber Ski Pro Carve Black,156,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-black/
289,snowmania.ge,BOMBER,Bomber Ski Pro Carve Black,166,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-black/
290,snowmania.ge,BOMBER,Bomber Ski Pro Carve Black,176,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-black/
291,snowmania.ge,BOMBER,Bomber Ski Pro Carve Black,186,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-black/
292,snowmania.ge,BOMBER,Bomber Ski Pro Carve White,156,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-white/
293,snowmania.ge,BOMBER,Bomber Ski Pro Carve White,161,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-white/
294,snowmania.ge,BOMBER,Bomber Ski Pro Carve White,166,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-white/
295,snowmania.ge,BOMBER,Bomber Ski Pro Carve White,176,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-white/
296,snowmania.ge,DYNASTAR,Dynastar Legend 88,166,used,1450.0,750.0,https://snowmania.ge/product/dynastar-legend-88/
297,snowmania.ge,DYNASTAR,Dynastar Legend 88,173,used,1450.0,750.0,https://snowmania.ge/product/dynastar-legend-88/
298,snowmania.ge,DYNASTAR,Dynastar Legend 88,188,used,1450.0,750.0,https://snowmania.ge/product/dynastar-legend-88/
299,snowmania.ge,DYNASTAR,Dynastar Legend 96,165,used,1350.0,750.0,https://snowmania.ge/product/dynastar-legend-96/
300,snowmania.ge,DYNASTAR,Dynastar Speed Zone 12 Ti,174,used,830.0,480.0,https://snowmania.ge/product/dynastar-speed-zone-12-ti/
301,snowmania.ge,DYNASTAR,Dynastar Speed Zone 12 Ti,182,used,830.0,480.0,https://snowmania.ge/product/dynastar-speed-zone-12-ti/
302,snowmania.ge,ELAN,ELAN Amphibio,178,used,1350.0,650.0,https://snowmania.ge/product/elan-amphibio/
303,snowmania.ge,ELAN,Elan Element,160,used,1000.0,650.0,https://snowmania.ge/product/elan-element/
304,snowmania.ge,ELAN,Elan Element,168,used,1000.0,650.0,https://snowmania.ge/product/elan-element/
305,snowmania.ge,ELAN,Elan Element,176,used,1000.0,650.0,https://snowmania.ge/product/elan-element/
306,snowmania.ge,ELAN,ELAN IBEX 84,163,used,2700.0,1350.0,https://snowmania.ge/product/elan-ibex-84/
307,snowmania.ge,ELAN,ELAN IBEX 84,170,used,2700.0,1350.0,https://snowmania.ge/product/elan-ibex-84/
308,snowmania.ge,ELAN,ELAN IBEX 84,177,used,2700.0,1350.0,https://snowmania.ge/product/elan-ibex-84/
309,snowmania.ge,ELAN,Elan Jett QS,100,used,670.0,239.0,https://snowmania.ge/product/elan-jett-qs/
310,snowmania.ge,ELAN,Elan Jett QS,110,used,670.0,239.0,https://snowmania.ge/product/elan-jett-qs/
311,snowmania.ge,ELAN,Elan Jett QS,120,used,670.0,239.0,https://snowmania.ge/product/elan-jett-qs/
312,snowmania.ge,ELAN,Elan Jett QS,130,used,670.0,239.0,https://snowmania.ge/product/elan-jett-qs/
313,snowmania.ge,ELAN,Elan Jett QS,140,used,670.0,239.0,https://snowmania.ge/product/elan-jett-qs/
314,snowmania.ge,ELAN,Elan Jett QS,150,used,670.0,239.0,https://snowmania.ge/product/elan-jett-qs/
315,snowmania.ge,ELAN,Elan Jett QS,90,used,670.0,239.0,https://snowmania.ge/product/elan-jett-qs/
316,snowmania.ge,ELAN,Elan RipStick 88,188,used,1450.0,830.0,https://snowmania.ge/product/elan-ripstick-88/
317,snowmania.ge,ELAN,Elan Ripstick 88 W Skis  2022,178,used,1450.0,850.0,https://snowmania.ge/product/elan-ripstick-88-w-skis-%c2%b7-womens-%c2%b7-2022/
318,snowmania.ge,ELAN,Elan Ripstick 96,174,used,1550.0,930.0,https://snowmania.ge/product/elan-ripstick-96/
319,snowmania.ge,ELAN,Elan Ripstick 96,180,used,1550.0,930.0,https://snowmania.ge/product/elan-ripstick-96/
320,snowmania.ge,ELAN,Elan Ripstick 96,181,used,1550.0,930.0,https://snowmania.ge/product/elan-ripstick-96/
321,snowmania.ge,ELAN,ELAN SLINGSHOT 86 Flat,176,used,1450.0,750.0,https://snowmania.ge/product/elan-slingshot-86-flat/
322,snowmania.ge,ELAN,Elan STARR QS,100,used,670.0,239.0,https://snowmania.ge/product/elan-starr-qs/
323,snowmania.ge,ELAN,Elan STARR QS,110,used,670.0,239.0,https://snowmania.ge/product/elan-starr-qs/
324,snowmania.ge,ELAN,Elan STARR QS,120,used,670.0,239.0,https://snowmania.ge/product/elan-starr-qs/
325,snowmania.ge,ELAN,Elan STARR QS,130,used,670.0,239.0,https://snowmania.ge/product/elan-starr-qs/
326,snowmania.ge,ROSSIGNOL,Experience 80x,168,used,830.0,390.0,https://snowmania.ge/product/experience-80x/
327,snowmania.ge,ROSSIGNOL,Experience 80x,188,used,830.0,390.0,https://snowmania.ge/product/experience-80x/
328,snowmania.ge,FISCHER,Fischer Pro Mtn 77,159,used,950.0,470.0,https://snowmania.ge/product/fischer-pro-mtn-77/
329,snowmania.ge,FISCHER,Fischer Pro Mtn 77,173,used,950.0,470.0,https://snowmania.ge/product/fischer-pro-mtn-77/
330,snowmania.ge,FISCHER,Fischer rc4 curv pro,140,used,870.0,559.0,https://snowmania.ge/product/fischer-rc4-curv-pro/
331,snowmania.ge,FISCHER,Fischer rc4 curv pro,150,used,870.0,559.0,https://snowmania.ge/product/fischer-rc4-curv-pro/
332,snowmania.ge,FISCHER,Fischer rc4 curv pro,160,used,870.0,559.0,https://snowmania.ge/product/fischer-rc4-curv-pro/
333,snowmania.ge,FISCHER,FISCHER RC4 WORLDCUP SC,160,used,1450.0,850.0,https://snowmania.ge/product/fischer-rc4-worldcup-sc/
334,snowmania.ge,FISCHER,Fischer Xtr Rc4 Speed Rt,160,used,870.0,490.0,https://snowmania.ge/product/fischer-xtr-rc4-speed-rt/
335,snowmania.ge,FISCHER,Fischer XTR THE CURV RT,164,used,880.0,590.0,https://snowmania.ge/product/fischer-xtr-the-curv-rt/
336,snowmania.ge,FISCHER,Fischer XTR THE CURV RT,178,used,880.0,590.0,https://snowmania.ge/product/fischer-xtr-the-curv-rt/
337,snowmania.ge,HEAD,HEAD AMBITION 83,177,used,1300.0,650.0,https://snowmania.ge/product/head-ambition-83/
338,snowmania.ge,HEAD,HEAD KORE 117 FREERIDE SKI,189,used,1950.0,1170.0,https://snowmania.ge/product/head-kore-117-freeride-ski/
339,snowmania.ge,HEAD,HEAD KORE 87,184,used,1550.0,850.0,https://snowmania.ge/product/head-kore-87/
340,snowmania.ge,HEAD,HEAD KORE 93,162,used,1450.0,950.0,https://snowmania.ge/product/head-kore-93/
341,snowmania.ge,HEAD,HEAD KORE 93,171,used,1450.0,950.0,https://snowmania.ge/product/head-kore-93/
342,snowmania.ge,HEAD,HEAd Supershape e-Magnum,156,used,1750.0,1050.0,https://snowmania.ge/product/head-supershape-e-magnum/
343,snowmania.ge,HEAD,HEAd Supershape e-Magnum,163,used,1750.0,1050.0,https://snowmania.ge/product/head-supershape-e-magnum/
344,snowmania.ge,HEAD,HEAd Supershape e-Magnum,170,used,1750.0,1050.0,https://snowmania.ge/product/head-supershape-e-magnum/
345,snowmania.ge,HEAD,HEAd Supershape e-Magnum,177,used,1750.0,1050.0,https://snowmania.ge/product/head-supershape-e-magnum/
346,snowmania.ge,HEAD,Head V-SHAPE V10,170,used,1350.0,810.0,https://snowmania.ge/product/head-v-shape-v10/
347,snowmania.ge,HEAD,Head V-SHAPE V10,177,used,1350.0,810.0,https://snowmania.ge/product/head-v-shape-v10/
348,snowmania.ge,HEAD,Head V-SHAPE V10,184,used,1350.0,810.0,https://snowmania.ge/product/head-v-shape-v10/
349,snowmania.ge,KASTLE,Kastle DX85 W + K10 SLR GW,160,used,1200.0,650.0,https://snowmania.ge/product/kastle-dx85-w-k10-slr-gw/
350,snowmania.ge,KASTLE,KASTLE FX96,164,used,1750.0,870.0,https://snowmania.ge/product/kastle-fx96/
351,snowmania.ge,KASTLE,Kästle PX71 PREM,162,used,1300.0,780.0,https://snowmania.ge/product/kastle-px71-prem/
