№,shop,brand,model,length_cm,condition,orig_price,price,url
169,xtreme.ge,HEAD,Supershape e-Titan Performance Ski Set,156,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-titan-performance-ski-set-215321?page=5
170,xtreme.ge,HEAD,Supershape e-Titan Performance Ski Set,163,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-titan-performance-ski-set-215321?page=5
171,xtreme.ge,HEAD,Supershape e-Titan Performance Ski Set,170,new,,2739.0,https://www.xtreme.ge/en/shop/supershape-e-titan-performance-ski-set-215321?page=5
172,xtreme.ge,HEAD,Supershape Easy HRS D,107,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-easy-hrs-d-103482?page=4
173,xtreme.ge,HEAD,Supershape Team Easy JRS SET,107,new,699.0,559.0,https://www.xtreme.ge/en/shop/supershape-team-easy-jrs-set-103438?page=3
174,xtreme.ge,HEAD,Supershape Team Easy JRS SET,117,new,699.0,559.0,https://www.xtreme.ge/en/shop/supershape-team-easy-jrs-set-103438?page=3
175,xtreme.ge,HEAD,Supershape Team Easy S25,107,new,479.0,379.0,https://www.xtreme.ge/en/shop/supershape-team-easy-s25-103406?page=2
176,xtreme.ge,HEAD,Supershape Team Easy S25,117,new,479.0,379.0,https://www.xtreme.ge/en/shop/supershape-team-easy-s25-103406?page=2
177,xtreme.ge,HEAD,Supershape Team HRS C,117,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-c-103355
178,xtreme.ge,HEAD,Supershape Team HRS D,97,new,389.0,299.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-d-103356
179,xtreme.ge,HEAD,Supershape Team HRS D SET1,97,new,599.0,310.0,https://www.xtreme.ge/en/shop/supershape-team-hrs-d-set1-103358
180,xtreme.ge,NORDICA,TEAM J R(100-140)+J4.5 FDT,100,new,949.0,759.0,https://www.xtreme.ge/en/shop/team-j-r-100-140-j4-5-fdt-103445?page=3
181,xtreme.ge,NORDICA,TEAM J R(70-90)+J4.5 FDT,90,new,749.0,599.0,https://www.xtreme.ge/en/shop/team-j-r-70-90-j4-5-fdt-103442?page=3
182,xtreme.ge,HEAD,the Link Pro R SET,170,new,799.0,639.0,https://www.xtreme.ge/en/shop/the-link-pro-r-set-103364
183,xtreme.ge,ARMADA,Tracer 88,172,new,1619.0,1219.0,https://www.xtreme.ge/en/shop/tracer-88-103384?page=2
184,xtreme.ge,NORDICA,UNLEASHED J FLAT,128,new,,369.0,https://www.xtreme.ge/en/shop/unleashed-j-flat-103520?page=5
185,xtreme.ge,VOLANT,VOLANT 9000+ MI 12 GW GUNMETAL,155,new,7499.0,5999.0,https://www.xtreme.ge/en/shop/volant-9000-mi-12-gw-gunmetal-103403?page=2
186,xtreme.ge,VOLANT,VOLANT 9000+ MI 12 GW GUNMETAL,160,new,7499.0,5999.0,https://www.xtreme.ge/en/shop/volant-9000-mi-12-gw-gunmetal-103403?page=2
187,xtreme.ge,HEAD,WC e.Race Team SW JRS Set,,new,,1199.0,https://www.xtreme.ge/en/shop/wc-e-race-team-sw-jrs-set-215435?page=6
188,xtreme.ge,HEAD,WC e.Race Team SW  Set,150,new,899.0,699.0,https://www.xtreme.ge/en/shop/wc-e-race-team-sw-set-215349?page=6
189,xtreme.ge,HEAD,WC Rebels e-GS RD FIS SW RP WCR 14 SET,183,new,3219.0,1999.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-fis-sw-rp-wcr-14-set-103458?page=3
190,xtreme.ge,HEAD,WC Rebels e-GS RD FIS SW RP WCR 14 SET,193,new,3219.0,1999.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-fis-sw-rp-wcr-14-set-103458?page=3
191,xtreme.ge,HEAD,WC Rebels e-GS RD FIS SW RP WCR 14 SET1,188,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-fis-sw-rp-wcr-14-set1-103514?page=5
192,xtreme.ge,HEAD,WC Rebels e-GS RD Pro SW RP WCR 14 Set,189,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-pro-sw-rp-wcr-14-set-215335?page=6
193,xtreme.ge,HEAD,WC Rebels e-GS RD Pro SW RP WCR 14 Set,191,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-pro-sw-rp-wcr-14-set-215335?page=6
194,xtreme.ge,HEAD,WC Rebels e-GS RD SW RP WCR 14 SET,188,new,2199.0,1799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-sw-rp-wcr-14-set-103515?page=5
195,xtreme.ge,HEAD,WC Rebels e-GS RD SW RP WCR T SET,181,new,2199.0,1759.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gs-rd-sw-rp-wcr-t-set-103414?page=2
196,xtreme.ge,HEAD,WC Rebels e.GSR LYT-PR Set,,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gsr-lyt-pr-set-219056?page=9
197,xtreme.ge,HEAD,WC Rebels e.GSR SW LYT-PR SET,163,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gsr-sw-lyt-pr-set-103505?page=5
198,xtreme.ge,HEAD,WC Rebels e.GSR SW LYT-PR SET,177,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-gsr-sw-lyt-pr-set-103505?page=5
199,xtreme.ge,HEAD,WC Rebels e-Race RP EVO Set,165,new,,2499.0,https://www.xtreme.ge/en/shop/wc-rebels-e-race-rp-evo-set-215345?page=6
200,xtreme.ge,HEAD,WC Rebels e-Race RP EVO Set,170,new,,2499.0,https://www.xtreme.ge/en/shop/wc-rebels-e-race-rp-evo-set-215345?page=6
201,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET1,165,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set1-103492?page=4
202,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET1a,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set1a-103493?page=4
203,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET2b,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set2b-103494?page=4
204,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR 14 SET3,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-14-set3-103495?page=4
205,xtreme.ge,HEAD,WC Rebels e-SL Pro RP WCR Set,155,new,2989.0,2289.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-pro-rp-wcr-set-215353?page=6
206,xtreme.ge,HEAD,WC Rebels e-SL RP EVO 14  Set,,new,,2899.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-evo-14-set-218974?page=9
207,xtreme.ge,HEAD,WC Rebels e-SL RP  Set,150,new,,2799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-set-215325?page=5
208,xtreme.ge,HEAD,WC Rebels e-SL RP  Set,160,new,,2799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-set-215325?page=5
209,xtreme.ge,HEAD,WC Rebels e-SL RP  Set,165,new,,2799.0,https://www.xtreme.ge/en/shop/wc-rebels-e-sl-rp-set-215325?page=5
210,xtreme.ge,HEAD,WC Rebels e.SLR LYT-PR SET3,156,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-slr-lyt-pr-set3-103517?page=5
211,xtreme.ge,HEAD,WC Rebels e.SLR LYT-PR SET3,163,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/wc-rebels-e-slr-lyt-pr-set3-103517?page=5
212,xtreme.ge,HEAD,WC Rebels e-Speed RP    Set,170,new,2399.0,1919.0,https://www.xtreme.ge/en/shop/wc-rebels-e-speed-rp-set-215324?page=5
213,xtreme.ge,HEAD,WC Rebels iGS RD Pro SW RP EVO 14 SET1,181,new,2199.0,1759.0,https://www.xtreme.ge/en/shop/wc-rebels-igs-rd-pro-sw-rp-evo-14-set1-103413?page=2
214,xtreme.ge,HEAD,WC Rebels iGS RD Team SW RP WCR T SET,124,new,1249.0,819.0,https://www.xtreme.ge/en/shop/wc-rebels-igs-rd-team-sw-rp-wcr-t-set-103459?page=3
215,xtreme.ge,HEAD,WC Rebels Race Ti SF-PR  Set,,new,2199.0,1789.0,https://www.xtreme.ge/en/shop/wc-rebels-race-ti-sf-pr-set-219058?page=9
216,xtreme.ge,HEAD,WCR e.GS Rebel Team SW RP WCR T,159,new,1199.0,959.0,https://www.xtreme.ge/en/shop/wcr-e-gs-rebel-team-sw-rp-wcr-t-103486?page=4
217,xtreme.ge,HEAD,WCR e.GS Rebel Team SW RP WCR T,166,new,1199.0,959.0,https://www.xtreme.ge/en/shop/wcr-e-gs-rebel-team-sw-rp-wcr-t-103486?page=4
218,xtreme.ge,HEAD,WCR e-SL Rebel  FIS SW  RP WCR 14 wh/bk Set,165,new,,3499.0,https://www.xtreme.ge/en/shop/wcr-e-sl-rebel-fis-sw-rp-wcr-14-wh-bk-set-215333?page=6
219,xtreme.ge,HEAD,WCR e-SL Rebel FIS SW RP WCR 14 wh/bk SET1,165,new,3699.0,2959.0,https://www.xtreme.ge/en/shop/wcr-e-sl-rebel-fis-sw-rp-wcr-14-wh-bk-set1-103440?page=3
220,xtreme.ge,HEAD,WCR e.SL Rebel Team SW RP WCR T,126,new,1199.0,899.0,https://www.xtreme.ge/en/shop/wcr-e-sl-rebel-team-sw-rp-wcr-t-103491?page=4
221,xtreme.ge,ARMADA,WHITEWALKER 116 S26,175,new,,2815.0,https://www.xtreme.ge/en/shop/whitewalker-116-s26-218122?page=6
222,xtreme.ge,ARMADA,WHITEWALKER 121 S26,183,new,,2815.0,https://www.xtreme.ge/en/shop/whitewalker-121-s26-217092?page=6
223,xtreme.ge,HEAD,Worldcup Rebels e.GSR LYT-PR SET,170,new,1899.0,1519.0,https://www.xtreme.ge/en/shop/worldcup-rebels-e-gsr-lyt-pr-set-103509?page=5
224,xtreme.ge,HEAD,Worldcup Rebels e.SLR Ski Set,156,new,,1899.0,https://www.xtreme.ge/en/shop/worldcup-rebels-e-slr-ski-set-215348?page=6
225,xtreme.ge,HEAD,Worldcup Rebels e.SLR Ski Set,163,new,,1899.0,https://www.xtreme.ge/en/shop/worldcup-rebels-e-slr-ski-set-215348?page=6
226,xtreme.ge,Hagan,Y-King 16/17,172,new,1239.0,989.0,https://www.xtreme.ge/en/shop/y-king-16-17-103347
227,snowmania.ge,ATOMIC,ATOMIC BENT 100 + BINDINGS STR 11,179,new,2990.0,2093.0,https://snowmania.ge/product/atomic-bent-100-bindings-str-11/
228,snowmania.ge,ATOMIC,ATOMIC BENT 100 + BINDINGS STR 11,184,new,2990.0,2093.0,https://snowmania.ge/product/atomic-bent-100-bindings-str-11/
229,snowmania.ge,ATOMIC,ATOMIC MAVERICK 84,162,new,2650.0,1855.0,https://snowmania.ge/product/atomic-maverick-84/
230,snowmania.ge,ATOMIC,ATOMIC MAVERICK 84,171,new,2650.0,1855.0,https://snowmania.ge/product/atomic-maverick-84/
231,snowmania.ge,ATOMIC,ATOMIC MAVERICK 84,180,new,2650.0,1855.0,https://snowmania.ge/product/atomic-maverick-84/
232,snowmania.ge,ATOMIC,ATOMIC REDSTER TI + MI12,161,new,2240.0,1480.0,https://snowmania.ge/product/atomic/
233,snowmania.ge,ATOMIC,ATOMIC REDSTER TI + MI12,168,new,2240.0,1480.0,https://snowmania.ge/product/atomic/
234,snowmania.ge,DYNASTAR,DYNASTAR,164,new,1450.0,890.0,https://snowmania.ge/product/dynastar/
235,snowmania.ge,ELAN,ELAN IBEX 78,163,new,3400.0,1700.0,https://snowmania.ge/product/elan-ibex-78/
236,snowmania.ge,ELAN,ELAN IBEX 78,170,new,3400.0,1700.0,https://snowmania.ge/product/elan-ibex-78/
237,snowmania.ge,ELAN,ELAN IBEX 78,177,new,3400.0,1700.0,https://snowmania.ge/product/elan-ibex-78/
238,snowmania.ge,ELAN,ELAN RIPSTICK TOUR 88,177,new,4500.0,2250.0,https://snowmania.ge/product/elan-ripstick-tour-88/
239,snowmania.ge,ROSSIGNOL,ROSSIGNOL,164,new,1450.0,990.0,https://snowmania.ge/product/rossignol-2/
240,snowmania.ge,ROSSIGNOL,ROSSIGNOL,171,new,1450.0,990.0,https://snowmania.ge/product/rossignol-2/
241,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,162,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
242,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,167,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
243,snowmania.ge,ROSSIGNOL,ROSSIGNOL HERO LTD XP11,172,new,2790.0,1675.0,https://snowmania.ge/product/rossignol-hero/
244,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPRAYER PRO XP 10,168,new,1450.0,1015.0,https://snowmania.ge/product/rossignol-sprayer-pro-xp-10/
245,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPRAYER PRO XP 10,178,new,1450.0,1015.0,https://snowmania.ge/product/rossignol-sprayer-pro-xp-10/
246,snowmania.ge,VOLKL,VOLKL DEACON 7.2,163,new,1750.0,1300.0,https://snowmania.ge/product/volkl-2/
247,snowmania.ge,VOLKL,VOLKL FLAIR 76 LTD,161,new,1750.0,1250.0,https://snowmania.ge/product/volkl-4/
248,snowmania.ge,ARMADA,ARMADA,179,used,1650.0,999.0,https://snowmania.ge/product/armada/
249,snowmania.ge,ATOMIC,Atomic Redster G9,183,used,1350.0,810.0,https://snowmania.ge/product/atomic-redster-g9/
250,snowmania.ge,ATOMIC,Atomic Redster S9,171,used,1350.0,810.0,https://snowmania.ge/product/atomic-redster-s9/
251,snowmania.ge,ATOMIC,ATOMIC REDSTER XT,178,used,1450.0,725.0,https://snowmania.ge/product/atomic-redster-xt/
252,snowmania.ge,Black Crows,Black Crows,170,used,1450.0,750.0,https://snowmania.ge/product/black-crows/
253,snowmania.ge,BOMBER,Bomber Pro Terrain 84 masters Blue,161,used,1700.0,1150.0,https://snowmania.ge/product/bomber-pro-terrain-84-masters-blue/
254,snowmania.ge,BOMBER,Bomber Pro Terrain 84 masters Blue,171,used,1700.0,1150.0,https://snowmania.ge/product/bomber-pro-terrain-84-masters-blue/
255,snowmania.ge,BOMBER,Bomber Ski Pro Carve Black,166,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-black/
256,snowmania.ge,BOMBER,Bomber Ski Pro Carve Black,176,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-black/
257,snowmania.ge,BOMBER,Bomber Ski Pro Carve Black,186,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-black/
258,snowmania.ge,BOMBER,Bomber Ski Pro Carve White,161,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-white/
259,snowmania.ge,BOMBER,Bomber Ski Pro Carve White,166,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-white/
260,snowmania.ge,BOMBER,Bomber Ski Pro Carve White,176,used,1700.0,1150.0,https://snowmania.ge/product/bomber-ski-pro-carve-white/
261,snowmania.ge,DYNASTAR,Dynastar Legend 88,166,used,1450.0,750.0,https://snowmania.ge/product/dynastar-legend-88/
262,snowmania.ge,DYNASTAR,Dynastar Legend 88,173,used,1450.0,750.0,https://snowmania.ge/product/dynastar-legend-88/
263,snowmania.ge,DYNASTAR,Dynastar Legend 88,188,used,1450.0,750.0,https://snowmania.ge/product/dynastar-legend-88/
264,snowmania.ge,DYNASTAR,Dynastar Legend 96,165,used,1350.0,750.0,https://snowmania.ge/product/dynastar-legend-96/
265,snowmania.ge,DYNASTAR,Dynastar Speed Zone 12 Ti,174,used,830.0,480.0,https://snowmania.ge/product/dynastar-speed-zone-12-ti/
266,snowmania.ge,DYNASTAR,Dynastar Speed Zone 12 Ti,182,used,830.0,480.0,https://snowmania.ge/product/dynastar-speed-zone-12-ti/
267,snowmania.ge,ELAN,ELAN Amphibio,178,used,1350.0,650.0,https://snowmania.ge/product/elan-amphibio/
268,snowmania.ge,ELAN,Elan Element,160,used,1000.0,650.0,https://snowmania.ge/product/elan-element/
269,snowmania.ge,ELAN,Elan Element,168,used,1000.0,650.0,https://snowmania.ge/product/elan-element/
270,snowmania.ge,ELAN,Elan Element,176,used,1000.0,650.0,https://snowmania.ge/product/elan-element/
271,snowmania.ge,ELAN,ELAN IBEX 84,163,used,2700.0,1350.0,https://snowmania.ge/product/elan-ibex-84/
272,snowmania.ge,ELAN,ELAN IBEX 84,170,used,2700.0,1350.0,https://snowmania.ge/product/elan-ibex-84/
273,snowmania.ge,ELAN,ELAN IBEX 84,177,used,2700.0,1350.0,https://snowmania.ge/product/elan-ibex-84/
274,snowmania.ge,ELAN,Elan RipStick 88,188,used,1450.0,830.0,https://snowmania.ge/product/elan-ripstick-88/
275,snowmania.ge,ELAN,Elan Ripstick 88 W Skis  2022,178,used,1450.0,850.0,https://snowmania.ge/product/elan-ripstick-88-w-skis-%c2%b7-womens-%c2%b7-2022/
276,snowmania.ge,ELAN,Elan Ripstick 96,174,used,1550.0,930.0,https://snowmania.ge/product/elan-ripstick-96/
277,snowmania.ge,ELAN,Elan Ripstick 96,180,used,1550.0,930.0,https://snowmania.ge/product/elan-ripstick-96/
278,snowmania.ge,ELAN,Elan Ripstick 96,181,used,1550.0,930.0,https://snowmania.ge/product/elan-ripstick-96/
279,snowmania.ge,ELAN,ELAN SLINGSHOT 86 Flat,176,used,1450.0,750.0,https://snowmania.ge/product/elan-slingshot-86-flat/
280,snowmania.ge,ROSSIGNOL,Experience 80x,168,used,830.0,390.0,https://snowmania.ge/product/experience-80x/
281,snowmania.ge,ROSSIGNOL,Experience 80x,188,used,830.0,390.0,https://snowmania.ge/product/experience-80x/
282,snowmania.ge,FISCHER,Fischer Pro Mtn 77,173,used,950.0,470.0,https://snowmania.ge/product/fischer-pro-mtn-77/
283,snowmania.ge,FISCHER,Fischer rc4 curv pro,160,used,870.0,559.0,https://snowmania.ge/product/fischer-rc4-curv-pro/
284,snowmania.ge,FISCHER,FISCHER RC4 WORLDCUP SC,160,used,1450.0,850.0,https://snowmania.ge/product/fischer-rc4-worldcup-sc/
285,snowmania.ge,FISCHER,Fischer Xtr Rc4 Speed Rt,160,used,870.0,490.0,https://snowmania.ge/product/fischer-xtr-rc4-speed-rt/
286,snowmania.ge,FISCHER,Fischer XTR THE CURV RT,164,used,880.0,590.0,https://snowmania.ge/product/fischer-xtr-the-curv-rt/
287,snowmania.ge,FISCHER,Fischer XTR THE CURV RT,178,used,880.0,590.0,https://snowmania.ge/product/fischer-xtr-the-curv-rt/
288,snowmania.ge,HEAD,HEAD AMBITION 83,177,used,1300.0,650.0,https://snowmania.ge/product/head-ambition-83/
289,snowmania.ge,HEAD,HEAD KORE 117 FREERIDE SKI,189,used,1950.0,1170.0,https://snowmania.ge/product/head-kore-117-freeride-ski/
290,snowmania.ge,HEAD,HEAD KORE 87,184,used,1550.0,850.0,https://snowmania.ge/product/head-kore-87/
291,snowmania.ge,HEAD,HEAD KORE 93,162,used,1450.0,950.0,https://snowmania.ge/product/head-kore-93/
292,snowmania.ge,HEAD,HEAD KORE 93,171,used,1450.0,950.0,https://snowmania.ge/product/head-kore-93/
293,snowmania.ge,HEAD,HEAd Supershape e-Magnum,163,used,1750.0,1050.0,https://snowmania.ge/product/head-supershape-e-magnum/
294,snowmania.ge,HEAD,HEAd Supershape e-Magnum,170,used,1750.0,1050.0,https://snowmania.ge/product/head-supershape-e-magnum/
295,snowmania.ge,HEAD,HEAd Supershape e-Magnum,177,used,1750.0,1050.0,https://snowmania.ge/product/head-supershape-e-magnum/
296,snowmania.ge,HEAD,Head V-SHAPE V10,170,used,1350.0,810.0,https://snowmania.ge/product/head-v-shape-v10/
297,snowmania.ge,HEAD,Head V-SHAPE V10,177,used,1350.0,810.0,https://snowmania.ge/product/head-v-shape-v10/
298,snowmania.ge,HEAD,Head V-SHAPE V10,184,used,1350.0,810.0,https://snowmania.ge/product/head-v-shape-v10/
299,snowmania.ge,KASTLE,Kastle DX85 W + K10 SLR GW,160,used,1200.0,650.0,https://snowmania.ge/product/kastle-dx85-w-k10-slr-gw/
300,snowmania.ge,KASTLE,KASTLE FX96,164,used,1750.0,870.0,https://snowmania.ge/product/kastle-fx96/
301,snowmania.ge,KASTLE,Kästle PX71 PREM,162,used,1300.0,780.0,https://snowmania.ge/product/kastle-px71-prem/
302,snowmania.ge,KASTLE,Kästle PX71 PREM,169,used,1300.0,780.0,https://snowmania.ge/product/kastle-px71-prem/
303,snowmania.ge,KASTLE,Kästle PX71 PREM,171,used,1300.0,780.0,https://snowmania.ge/product/kastle-px71-prem/
304,snowmania.ge,LACROIX,LACROIX,168,used,1750.0,1050.0,https://snowmania.ge/product/lacroix/
305,snowmania.ge,LACROIX,LACROIX,176,used,1750.0,1050.0,https://snowmania.ge/product/lacroix/
306,snowmania.ge,LACROIX,LACROIX,165,used,1740.0,870.0,https://snowmania.ge/product/lacroix-3/
307,snowmania.ge,LACROIX,LACROIX,172,used,1740.0,870.0,https://snowmania.ge/product/lacroix-3/
308,snowmania.ge,LACROIX,LACROIX,162,used,1400.0,700.0,https://snowmania.ge/product/lacroix-2/
309,snowmania.ge,ROSSIGNOL,Rossignol Black Ops Escaper,178,used,3200.0,1600.0,https://snowmania.ge/product/rossignol-black-ops-escaper/
310,snowmania.ge,ROSSIGNOL,Rossignol Hero Elite Plus TI,167,used,1550.0,850.0,https://snowmania.ge/product/rossignol-hero-elite-plus-ti/
311,snowmania.ge,ROSSIGNOL,Rossignol Hero Elite Plus TI,174,used,1550.0,850.0,https://snowmania.ge/product/rossignol-hero-elite-plus-ti/
312,snowmania.ge,ROSSIGNOL,Rossignol Hero Elite Plus TI,182,used,1550.0,850.0,https://snowmania.ge/product/rossignol-hero-elite-plus-ti/
313,snowmania.ge,ROSSIGNOL,Rossignol React 6 HP,177,used,1050.0,525.0,https://snowmania.ge/product/rossignol-react-6-hp/
314,snowmania.ge,ROSSIGNOL,Rossignol REACT 7 LTD,177,used,1350.0,675.0,https://snowmania.ge/product/rossignol-react-7-ltd/
315,snowmania.ge,ROSSIGNOL,Rossignol React R6,163,used,1300.0,650.0,https://snowmania.ge/product/rossignol-react-r6/
316,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPICY 7,162,used,1250.0,650.0,https://snowmania.ge/product/rossignol-spicy-7/
317,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPICY 7,168,used,1250.0,650.0,https://snowmania.ge/product/rossignol-spicy-7/
318,snowmania.ge,SALOMON,SALOMON,161,used,1455.0,799.0,https://snowmania.ge/product/salomon-2/
319,snowmania.ge,SALOMON,SALOMON,169,used,1455.0,799.0,https://snowmania.ge/product/salomon-2/
320,snowmania.ge,SALOMON,SALOMON,177,used,1455.0,799.0,https://snowmania.ge/product/salomon-2/
321,snowmania.ge,SALOMON,SALOMON S/FORCE X6,160,used,900.0,550.0,https://snowmania.ge/product/salomon-s-force-x6/
322,snowmania.ge,SALOMON,SALOMON S/FORCE X6,167,used,900.0,550.0,https://snowmania.ge/product/salomon-s-force-x6/
323,snowmania.ge,SALOMON,SALOMON S/FORCE X6,175,used,900.0,550.0,https://snowmania.ge/product/salomon-s-force-x6/
324,snowmania.ge,SALOMON,SALOMON SMAX X7,169,used,950.0,480.0,https://snowmania.ge/product/salomon-smax-x7/
325,snowmania.ge,VOLANT,Volant Silver Skis w/M 11 GW,160,used,1500.0,999.0,https://snowmania.ge/product/volant-silver-skis-w-m-11-gw/
326,snowmania.ge,VOLANT,Volant Silver Skis w/M 11 GW,165,used,1500.0,999.0,https://snowmania.ge/product/volant-silver-skis-w-m-11-gw/
327,snowmania.ge,VOLKL,VOLKL FLAIR SC LIMITED,163,used,1050.0,550.0,https://snowmania.ge/product/volkl-flair-sc-limited/
328,snowmania.ge,VOLKL,VOLKL Kanjo,175,used,1350.0,750.0,https://snowmania.ge/product/volkl-kanjo/
329,snowmania.ge,VOLKL,Volkl Kendo 88,170,used,1700.0,1150.0,https://snowmania.ge/product/volkl-kendo-88/
330,snowmania.ge,VOLKL,Volkl Kendo 88,184,used,1700.0,1150.0,https://snowmania.ge/product/volkl-kendo-88/
331,snowmania.ge,VOLKL,Völkl M6 Mantra Flat,179,used,1700.0,1250.0,https://snowmania.ge/product/volkl-m6-mantra-flat/
332,snowmania.ge,VOLKL,Völkl M6 Mantra Flat,184,used,1700.0,1250.0,https://snowmania.ge/product/volkl-m6-mantra-flat/
333,snowmania.ge,VOLKL,VÖLKL RACETIGER SRX,168,used,1200.0,650.0,https://snowmania.ge/product/volkl-racetiger-srx/
334,snowmania.ge,VOLKL,Völkl RTM 76,168,used,1050.0,550.0,https://snowmania.ge/product/volkl-rtm-76/
335,burusports,Rossignol,STRATO COURSE,161,new,2550.0,1575.0,https://burusports.ge/en/product/strato-course/161
336,burusports,Rossignol,Escaper 97 Nano,185,new,2800.0,1600.0,https://burusports.ge/en/product/escaper-97-nano/185
337,burusports,Rossignol,SUPER VIRAGE VI TECH KONECT,171,new,2800.0,2800.0,https://burusports.ge/en/product/super-virage-vi-tech-konect/171
338,burusports,Rossignol,SUPER VIRAGE VII OVERSIZE K,170,new,2950.0,2360.0,https://burusports.ge/en/product/super-virage-vii-oversize-k/164
339,burusports,Rossignol,SUPER VIRAGE VII OVERSIZE K,164,new,2950.0,2360.0,https://burusports.ge/en/product/super-virage-vii-oversize-k/164
340,burusports,Volkl,Peregrine 79,163,new,2550.0,2550.0,https://burusports.ge/en/product/peregrine-79/163
341,burusports,Volkl,Blaze 94 Grey/Red,172,new,2100.0,2100.0,https://burusports.ge/en/product/blaze-94-greyred/172
342,burusports,Volkl,BLAZE 94,165,new,1950.0,1950.0,https://burusports.ge/en/product/blaze-94/165
343,burusports,,BLAZE 114,176,new,114.0,2250.0,https://burusports.ge/en/product/blaze-114/176
344,burusports,Volkl,M6 MANTRA 100 YEARS,177,new,100.0,2550.0,https://burusports.ge/en/product/m6-mantra-100-years/177
345,burusports,Volkl,M7 MANTRA 96,177,new,2550.0,2550.0,https://burusports.ge/en/product/m7-mantra-96/177
346,burusports,Scott,SCO Ski W's Slight 93,165,new,2100.0,1260.0,https://burusports.ge/en/product/sco-ski-ws-slight-93/160sm-qali
347,burusports,Scott,SCO Ski W's Slight 93,160,new,2100.0,1260.0,https://burusports.ge/en/product/sco-ski-ws-slight-93/160sm-qali
348,burusports,Scott,SCO Ski Superguide Freetour,185,new,2250.0,1350.0,https://burusports.ge/en/product/sco-ski-superguide-freetour/178-katsi
349,burusports,Scott,SCO Ski Superguide Freetour,178,new,2250.0,1350.0,https://burusports.ge/en/product/sco-ski-superguide-freetour/178-katsi
350,burusports,Scott,SCO Ski Superguide 95,178,new,2070.0,1290.0,https://burusports.ge/en/product/sco-ski-superguide-95/178-katsi
351,burusports,Scott,SCO Ski Scrapper 95 W's,168,new,1350.0,945.0,https://burusports.ge/en/product/sco-ski-scrapper-95-ws/168-qali
352,burusports,Rossignol,HERO PRO TEAM,,new,590.0,415.0,https://burusports.ge/en/product/hero-pro-team/92-bichi
353,burusports,Rossignol,EXPERIENCE 86 TI,176,new,2580.0,1805.0,https://burusports.ge/en/product/experience-86-ti/167-katsi
354,burusports,Rossignol,EXPERIENCE 86 TI,167,new,2580.0,1805.0,https://burusports.ge/en/product/experience-86-ti/167-katsi
355,burusports,Rossignol,FAMOUS 6,163,new,1430.0,930.0,https://burusports.ge/en/product/famous-6/163-qali
